UID,REC
9479,"({49: 5.566681359690493}, [49, 89, 62, 32, 29, 72, 83, 26, 76])"
9480,"({49: 5.948574452924453}, [49, 66, 36, 60, 2, 27, 88, 61, 91])"
9481,"({50: 7.0186501328046464}, [50, 35, 32, 27, 53, 26, 41, 81, 60])"
9482,"({10: 4.6678488349867555}, [10, 88, 81, 65, 22, 100, 83, 27, 85])"
9483,"({63: 7.1663156087819715}, [63, 12, 92, 48, 61, 88, 53, 1, 87])"
9484,"({29: 3.0850825458854803}, [29, 27, 68, 48, 31, 53, 69, 81, 61])"
9485,"({100: 5.301091061039312}, [100, 83, 25, 33, 98, 3, 85, 10, 6])"
9486,"({89: 3.5427852933721895}, [89, 93, 10, 92, 63, 94, 95, 88, 23])"
9487,"({89: 4.557164814944987}, [89, 76, 72, 29, 6, 93, 78, 88, 47])"
9488,"({64: 2.646112277273649}, [64, 10, 60, 3, 2, 89, 22, 38, 15])"
9489,"({90: 3.73998371895493}, [90, 89, 78, 73, 97, 82, 93, 99, 63])"
9490,"({27: 3.8886582585013025}, [27, 50, 65, 80, 69, 73, 89, 83, 72])"
9491,"({32: 6.336514800953513}, [32, 31, 66, 61, 34, 65, 72, 89, 38])"
9492,"({100: 3.2807078699339067}, [100, 81, 72, 31, 87, 51, 4, 61, 25])"
9493,"({61: 7.500406608829271}, [61, 11, 80, 6, 100, 83, 26, 62, 72])"
9494,"({89: 4.774638987247127}, [89, 72, 26, 50, 6, 93, 29, 97, 42])"
9495,"({52: 2.062155893459612}, [52, 73, 80, 51, 100, 68, 76, 78, 72])"
9496,"({89: 3.0880236041295714}, [89, 93, 72, 97, 73, 76, 61, 87, 19])"
9497,"({89: 6.1576851922938864}, [89, 68, 62, 78, 6, 73, 80, 90, 79])"
9498,"({89: 3.91283783669207}, [89, 54, 28, 93, 78, 5, 72, 76, 97])"
9499,"({32: 5.192050433610914}, [32, 68, 29, 35, 76, 73, 89, 78, 72])"
9500,"({88: 7.393004502318248}, [88, 49, 94, 21, 61, 26, 53, 76, 3])"
9501,"({83: 4.370434213753553}, [83, 89, 21, 68, 72, 42, 28, 39, 76])"
9502,"({23: 0.845037944752266}, [23, 22, 94, 67, 89, 39, 57, 37, 71])"
9503,"({81: 2.303374166095728}, [81, 62, 8, 49, 82, 83, 31, 93, 1])"
9504,"({92: 5.310658174539022}, [92, 53, 73, 35, 95, 39, 56, 54, 65])"
9505,"({66: 3.6885380865019415}, [66, 91, 29, 27, 83, 76, 89, 5, 72])"
9506,"({9: -0.4030699165236822}, [9, 32, 38, 94, 18, 24, 35, 31, 96])"
9507,"({89: 3.555021431595268}, [89, 94, 86, 88, 62, 93, 60, 95, 96])"
9508,"({29: 7.3561796086530595}, [29, 27, 61, 12, 89, 38, 42, 46, 100])"
9509,"({29: 5.436482825983399}, [29, 27, 42, 89, 83, 88, 72, 68, 93])"
9510,"({78: 4.680050291542205}, [78, 85, 87, 27, 84, 75, 96, 65, 74])"
9511,"({89: -1.370751715361964}, [89, 76, 79, 80, 78, 93, 77, 86, 72])"
9512,"({50: 4.18911077747586}, [50, 93, 42, 28, 26, 27, 38, 45, 78])"
9513,"({89: 3.8703295443111063}, [89, 97, 6, 88, 92, 72, 84, 96, 91])"
9514,"({50: 2.8869001364888165}, [50, 60, 91, 32, 62, 7, 94, 11, 27])"
9515,"({89: 7.59331516441169}, [89, 30, 36, 78, 79, 77, 91, 80, 76])"
9516,"({89: -0.8839624698677131}, [89, 62, 72, 83, 87, 93, 80, 81, 98])"
9517,"({32: 7.743063087156592}, [32, 31, 80, 72, 50, 89, 56, 78, 11])"
9518,"({32: 3.6380513731337425}, [32, 6, 88, 62, 68, 35, 48, 100, 11])"
9519,"({62: 3.36233491051878}, [62, 68, 42, 72, 88, 95, 63, 54, 73])"
9520,"({1: 1.1336027035698777}, [1, 10, 93, 60, 97, 89, 18, 94, 81])"
9521,"({89: 4.101985364182907}, [89, 72, 32, 50, 83, 12, 69, 66, 40])"
9522,"({31: 7.049918066997366}, [31, 11, 68, 62, 80, 100, 47, 89, 72])"
9523,"({62: 7.074108707753082}, [62, 68, 72, 89, 76, 93, 54, 27, 65])"
9524,"({49: 2.142420847695684}, [49, 61, 53, 29, 27, 36, 14, 12, 83])"
9525,"({86: 2.7245903131956286}, [86, 94, 89, 97, 1, 88, 90, 95, 2])"
9526,"({89: 1.3396108711382357}, [89, 36, 27, 93, 83, 72, 66, 76, 7])"
9527,"({89: 5.0501073402270285}, [89, 54, 76, 93, 97, 72, 92, 80, 87])"
9528,"({76: 0.06443097152616306}, [76, 89, 72, 98, 81, 83, 34, 87, 29])"
9529,"({32: 6.349521277829249}, [32, 89, 65, 49, 83, 72, 27, 80, 6])"
9530,"({76: 3.0463238976782216}, [76, 50, 89, 31, 46, 55, 6, 10, 72])"
9531,"({21: 6.989393015279886}, [21, 35, 22, 100, 85, 32, 34, 83, 62])"
9532,"({89: 5.009278384338098}, [89, 32, 54, 93, 72, 47, 78, 88, 73])"
9533,"({50: 1.5183094705970117}, [50, 93, 89, 40, 88, 1, 81, 2, 87])"
9534,"({35: 5.209496389907606}, [35, 72, 81, 89, 49, 83, 87, 93, 80])"
9535,"({6: 6.178061738213978}, [6, 27, 98, 19, 56, 93, 34, 51, 5])"
9536,"({89: 3.6172264376800736}, [89, 76, 35, 83, 72, 78, 53, 21, 93])"
9537,"({83: 7.29786671652206}, [83, 50, 87, 29, 73, 78, 79, 54, 26])"
9538,"({36: 4.977117894215199}, [36, 89, 6, 31, 50, 12, 2, 10, 93])"
9539,"({53: 4.554449977999016}, [53, 32, 65, 72, 36, 100, 14, 11, 81])"
9540,"({65: 7.024124578478271}, [65, 49, 72, 76, 83, 46, 89, 61, 91])"
9541,"({27: 2.814051059895095}, [27, 53, 21, 50, 72, 69, 81, 46, 10])"
9542,"({76: 1.7657815392006317}, [76, 72, 89, 66, 80, 29, 77, 98, 78])"
9543,"({35: 2.933638226953074}, [35, 65, 53, 81, 62, 83, 76, 2, 5])"
9544,"({6: 4.694260623788939}, [6, 21, 49, 69, 45, 10, 93, 87, 72])"
9545,"({5: 1.1928935862893963}, [5, 75, 39, 4, 11, 45, 85, 76, 83])"
9546,"({62: 2.604482329925985}, [62, 91, 76, 66, 72, 87, 83, 96, 93])"
9547,"({32: 1.211533715608886}, [32, 60, 83, 40, 2, 86, 54, 5, 34])"
9548,"({50: 2.796440226331701}, [50, 55, 3, 46, 21, 87, 2, 40, 45])"
9549,"({78: 6.356426895270638}, [78, 66, 80, 89, 36, 72, 32, 76, 73])"
9550,"({89: 2.1623476358165927}, [89, 76, 72, 6, 93, 87, 73, 92, 88])"
9551,"({1: -1.20263392064135}, [1, 50, 29, 3, 83, 76, 89, 87, 93])"
9552,"({32: 7.327273448681025}, [32, 49, 94, 61, 55, 66, 88, 42, 90])"
9553,"({29: 2.8895879113158127}, [29, 7, 25, 9, 66, 92, 43, 89, 67])"
9554,"({72: 2.9562361027381296}, [72, 35, 12, 70, 34, 89, 76, 27, 68])"
9555,"({72: 3.782007581952281}, [72, 73, 78, 76, 80, 83, 77, 89, 92])"
9556,"({89: 3.1064568091370823}, [89, 94, 95, 86, 24, 88, 96, 97, 91])"
9557,"({80: 6.593600190147848}, [80, 72, 76, 89, 53, 21, 100, 69, 98])"
9558,"({89: 2.5071087490258104}, [89, 97, 93, 63, 32, 76, 38, 54, 88])"
9559,"({27: 2.9243518756096787}, [27, 65, 11, 72, 89, 87, 76, 81, 34])"
9560,"({89: 4.081146738646048}, [89, 36, 6, 94, 86, 90, 91, 93, 88])"
9561,"({21: 1.842746845568656}, [21, 10, 62, 32, 93, 85, 69, 55, 65])"
9562,"({100: 6.857638184564164}, [100, 51, 98, 52, 81, 34, 25, 22, 39])"
9563,"({50: 5.434195507535187}, [50, 89, 87, 88, 68, 93, 31, 54, 6])"
9564,"({11: 8.825980321496509}, [11, 92, 66, 45, 62, 4, 54, 29, 74])"
9565,"({97: 4.240392740497951}, [97, 2, 9, 94, 72, 81, 85, 41, 37])"
9566,"({89: 3.3819148493330435}, [89, 31, 49, 69, 78, 97, 100, 93, 83])"
9567,"({65: 5.642411713136371}, [65, 62, 22, 55, 34, 96, 76, 9, 73])"
9568,"({89: -1.618090823879772}, [89, 35, 62, 49, 1, 6, 75, 31, 63])"
9569,"({62: 4.364732684627141}, [62, 22, 35, 29, 55, 2, 76, 89, 70])"
9570,"({36: 4.4857291266717505}, [36, 55, 70, 12, 67, 95, 46, 65, 47])"
9571,"({80: 7.099530329433368}, [80, 42, 12, 29, 35, 81, 22, 47, 25])"
9572,"({89: 1.7894315537839338}, [89, 50, 76, 72, 88, 87, 53, 96, 93])"
9573,"({27: 4.637539345482866}, [27, 35, 11, 66, 31, 61, 40, 46, 68])"
9574,"({54: 9.010992300281154}, [54, 12, 22, 47, 25, 26, 72, 39, 55])"
9575,"({89: 2.5166153000832185}, [89, 97, 87, 72, 88, 76, 91, 93, 92])"
9576,"({72: 3.5185398832715142}, [72, 89, 83, 27, 87, 78, 93, 56, 21])"
9577,"({50: 3.852130237459888}, [50, 89, 72, 49, 100, 87, 66, 93, 46])"
9578,"({21: 0.7012696121148059}, [21, 11, 35, 68, 72, 29, 55, 8, 64])"
9579,"({27: 4.482650604738648}, [27, 65, 89, 69, 31, 49, 40, 72, 76])"
9580,"({50: 3.0756000808899286}, [50, 89, 91, 87, 76, 72, 83, 92, 78])"
9581,"({100: 7.511997056861418}, [100, 27, 76, 40, 62, 85, 42, 80, 78])"
9582,"({65: 1.5082518424019968}, [65, 75, 50, 100, 72, 73, 81, 83, 76])"
9583,"({35: 6.467456974568957}, [35, 53, 89, 72, 78, 76, 6, 93, 83])"
9584,"({72: 3.6918779965150614}, [72, 89, 54, 68, 83, 76, 81, 21, 87])"
9585,"({77: 5.374294450458892}, [77, 50, 88, 40, 29, 70, 41, 3, 26])"
9586,"({12: 2.09447014724517}, [12, 96, 78, 19, 79, 11, 3, 64, 94])"
9587,"({31: 4.694057651358994}, [31, 81, 34, 36, 35, 22, 66, 25, 85])"
9588,"({29: 8.858169785836045}, [29, 50, 31, 2, 65, 56, 34, 100, 62])"
9589,"({90: 2.4735425958562534}, [90, 31, 7, 66, 85, 72, 69, 87, 5])"
9590,"({53: 5.354920651621708}, [53, 35, 36, 69, 66, 65, 12, 34, 87])"
9591,"({89: 5.62638003089396}, [89, 47, 62, 93, 72, 96, 53, 76, 54])"
9592,"({89: 4.223113444735312}, [89, 62, 49, 6, 28, 97, 47, 63, 96])"
9593,"({28: 2.540920144552526}, [28, 90, 6, 39, 19, 59, 15, 61, 79])"
9594,"({65: 3.8408578124557198}, [65, 42, 41, 14, 50, 47, 54, 51, 30])"
9595,"({7: 2.566687109747606}, [7, 17, 36, 18, 98, 8, 15, 99, 93])"
9596,"({53: 8.385389397844087}, [53, 73, 39, 50, 52, 51, 40, 91, 3])"
9597,"({80: 6.081534915031461}, [80, 41, 65, 67, 70, 30, 49, 51, 62])"
9598,"({69: 5.753855236037266}, [69, 65, 62, 72, 81, 73, 67, 87, 100])"
9599,"({62: 4.247056022091586}, [62, 6, 26, 61, 96, 35, 39, 82, 73])"
9600,"({86: 4.645287564421746}, [86, 85, 55, 40, 73, 70, 82, 28, 22])"
9601,"({27: 5.740381464176849}, [27, 31, 76, 81, 14, 72, 96, 61, 38])"
9602,"({25: 8.40838559673699}, [25, 38, 46, 34, 55, 26, 3, 98, 42])"
9603,"({31: 6.675598822864906}, [31, 61, 46, 6, 70, 14, 78, 25, 93])"
9604,"({21: 1.9721747003676575}, [21, 36, 72, 66, 52, 51, 47, 45, 96])"
9605,"({89: 0.8656954726853092}, [89, 88, 93, 76, 18, 72, 91, 92, 78])"
9606,"({89: 2.796266262903109}, [89, 86, 76, 78, 94, 72, 93, 73, 6])"
9607,"({68: 5.054276995903346}, [68, 72, 25, 12, 11, 7, 85, 42, 82])"
9608,"({72: 3.6091750781252556}, [72, 21, 12, 38, 65, 66, 75, 30, 29])"
9609,"({78: 5.908281925506577}, [78, 22, 12, 92, 89, 93, 31, 91, 50])"
9610,"({54: 3.5683541841126356}, [54, 27, 62, 22, 89, 69, 66, 87, 25])"
9611,"({31: 7.860663861665204}, [31, 6, 32, 21, 91, 46, 10, 26, 36])"
9612,"({89: 2.8754936109674074}, [89, 71, 76, 90, 81, 72, 84, 73, 83])"
9613,"({79: 4.2159310738988385}, [79, 87, 93, 89, 91, 95, 42, 90, 100])"
9614,"({50: 5.311198820596566}, [50, 32, 31, 53, 89, 27, 45, 91, 19])"
9615,"({77: 6.525396417377939}, [77, 79, 76, 28, 68, 47, 61, 90, 31])"
9616,"({83: 4.63561031261131}, [83, 78, 76, 89, 73, 72, 27, 80, 85])"
9617,"({86: 3.1089886772600432}, [86, 60, 63, 64, 68, 93, 56, 41, 44])"
9618,"({7: 2.65031756598022}, [7, 78, 96, 89, 20, 93, 76, 90, 72])"
9619,"({11: 5.582928323063289}, [11, 40, 27, 78, 81, 73, 26, 22, 80])"
9620,"({89: -0.5312533429531521}, [89, 2, 76, 97, 91, 32, 72, 93, 38])"
9621,"({89: 7.488430885141863}, [89, 76, 93, 35, 54, 50, 94, 78, 92])"
9622,"({54: 5.491076129375438}, [54, 49, 89, 91, 55, 96, 93, 78, 97])"
9623,"({26: 8.530686270371374}, [26, 63, 84, 41, 56, 94, 31, 80, 93])"
9624,"({89: 4.963500328461917}, [89, 50, 36, 32, 8, 35, 54, 93, 81])"
9625,"({41: 4.69635199962841}, [41, 10, 57, 86, 38, 97, 81, 91, 59])"
9626,"({61: 5.473005530189059}, [61, 89, 76, 94, 67, 21, 78, 73, 91])"
9627,"({36: 6.134469346676328}, [36, 42, 72, 81, 83, 76, 25, 89, 91])"
9628,"({73: 4.559751932050838}, [73, 78, 80, 79, 76, 42, 83, 99, 72])"
9629,"({89: 1.12131018767077}, [89, 93, 88, 94, 1, 81, 83, 86, 87])"
9630,"({49: 8.05432673274423}, [49, 47, 50, 12, 65, 93, 76, 90, 38])"
9631,"({35: 4.329965014564012}, [35, 32, 66, 6, 34, 93, 51, 75, 82])"
9632,"({32: 3.4069927687335273}, [32, 89, 69, 76, 72, 87, 91, 8, 21])"
9633,"({98: 3.592667121392985}, [98, 12, 73, 83, 45, 80, 72, 81, 78])"
9634,"({14: 0.7746164790132996}, [14, 21, 12, 32, 42, 28, 51, 93, 98])"
9635,"({53: 7.35196581976764}, [53, 89, 35, 6, 66, 72, 56, 76, 93])"
9636,"({21: 2.9628059147473396}, [21, 53, 76, 42, 72, 45, 28, 51, 55])"
9637,"({65: 3.140013846658134}, [65, 83, 72, 76, 98, 21, 89, 62, 93])"
9638,"({77: 3.012285932979202}, [77, 86, 73, 83, 97, 27, 57, 20, 66])"
9639,"({89: 2.7089839506834577}, [89, 76, 93, 72, 95, 88, 91, 87, 97])"
9640,"({27: -0.595279834791939}, [27, 76, 72, 87, 92, 62, 98, 61, 93])"
9641,"({27: 3.7519914635851044}, [27, 76, 98, 80, 72, 89, 87, 83, 100])"
9642,"({35: 1.7512836489311105}, [35, 72, 11, 91, 89, 81, 94, 93, 60])"
9643,"({53: 6.076495327987138}, [53, 66, 56, 72, 87, 83, 76, 98, 89])"
9644,"({96: 2.937414080472162}, [96, 86, 50, 95, 89, 91, 9, 94, 55])"
9645,"({32: 5.646639068091501}, [32, 83, 66, 84, 54, 61, 26, 76, 91])"
9646,"({100: 5.739059262839785}, [100, 98, 14, 72, 81, 39, 85, 76, 83])"
9647,"({53: 2.5242268614626604}, [53, 89, 29, 72, 42, 76, 21, 97, 98])"
9648,"({89: 3.5221410408331875}, [89, 72, 76, 6, 78, 97, 93, 73, 98])"
9649,"({31: 3.2260002600173783}, [31, 76, 45, 78, 72, 80, 93, 87, 73])"
9650,"({98: 1.513599661329428}, [98, 56, 17, 11, 52, 22, 61, 51, 62])"
9651,"({55: 1.9421197595035937}, [55, 94, 86, 11, 95, 91, 52, 96, 59])"
9652,"({2: 0.7614196292715202}, [2, 25, 94, 85, 87, 86, 50, 21, 70])"
9653,"({29: 3.0675725211225164}, [29, 89, 76, 69, 88, 97, 93, 72, 47])"
9654,"({85: 8.409254283378157}, [85, 29, 83, 21, 42, 14, 93, 89, 88])"
9655,"({29: 5.413975152061452}, [29, 35, 42, 31, 27, 62, 72, 81, 46])"
9656,"({87: 1.1494545913053156}, [87, 89, 88, 93, 72, 92, 94, 76, 97])"
9657,"({89: 3.5590897978450413}, [89, 47, 91, 93, 92, 95, 97, 87, 76])"
9658,"({100: 7.914689963689123}, [100, 54, 68, 80, 29, 72, 50, 73, 89])"
9659,"({89: 2.757749324195959}, [89, 76, 88, 94, 91, 97, 1, 93, 83])"
9660,"({89: -0.5862127709871967}, [89, 83, 76, 100, 81, 72, 69, 98, 87])"
9661,"({50: 3.4367757043356835}, [50, 89, 83, 72, 35, 91, 11, 100, 81])"
9662,"({76: 3.4445353715685325}, [76, 78, 77, 79, 73, 72, 93, 80, 96])"
9663,"({27: 5.751023352613954}, [27, 72, 83, 80, 14, 85, 40, 73, 81])"
9664,"({89: 3.041245739444104}, [89, 80, 72, 78, 90, 100, 73, 93, 81])"
9665,"({36: 2.4568021780873335}, [36, 32, 89, 53, 31, 76, 1, 72, 87])"
9666,"({89: 3.0488450668915448}, [89, 66, 97, 21, 85, 5, 26, 10, 34])"
9667,"({14: 2.4091112174287286}, [14, 98, 83, 55, 61, 65, 54, 72, 76])"
9668,"({29: 8.25264714470828}, [29, 62, 26, 47, 22, 69, 72, 34, 83])"
9669,"({76: 1.7785175812034955}, [76, 89, 53, 92, 62, 73, 81, 97, 50])"
9670,"({1: 4.065557869751538}, [1, 53, 93, 88, 55, 66, 24, 94, 31])"
9671,"({36: 4.412703833588214}, [36, 50, 18, 81, 1, 19, 56, 94, 68])"
9672,"({65: 5.284906383282193}, [65, 35, 81, 54, 53, 3, 12, 89, 42])"
9673,"({85: 4.431479483329732}, [85, 50, 100, 54, 52, 99, 21, 39, 89])"
9674,"({10: 5.694827759315837}, [10, 2, 1, 25, 3, 37, 11, 64, 60])"
9675,"({29: 2.6995575881511824}, [29, 89, 50, 76, 83, 81, 72, 46, 69])"
9676,"({89: 5.4860555705481975}, [89, 68, 54, 91, 76, 93, 95, 28, 94])"
9677,"({89: 6.1498792053750195}, [89, 79, 77, 85, 32, 62, 93, 83, 100])"
9678,"({11: 5.9802287908323155}, [11, 42, 61, 22, 34, 47, 48, 31, 1])"
9679,"({89: -1.460014185438829}, [89, 98, 1, 83, 91, 69, 96, 46, 31])"
9680,"({68: 4.092149978549038}, [68, 31, 61, 89, 76, 87, 72, 56, 93])"
9681,"({36: 3.106440116769421}, [36, 72, 98, 81, 89, 26, 14, 83, 42])"
9682,"({26: 7.236683922361512}, [26, 22, 31, 69, 61, 73, 79, 88, 2])"
9683,"({50: 2.3073532505733874}, [50, 36, 89, 81, 21, 49, 88, 72, 83])"
9684,"({100: 6.586853945305437}, [100, 80, 72, 81, 78, 90, 49, 53, 79])"
9685,"({5: 2.75102645382871}, [5, 50, 11, 22, 69, 31, 62, 44, 61])"
9686,"({2: 8.639482698352236}, [2, 36, 56, 38, 29, 14, 25, 50, 46])"
9687,"({69: 6.076202848526574}, [69, 61, 72, 26, 42, 47, 80, 93, 34])"
9688,"({83: 5.025952826613363}, [83, 21, 72, 50, 81, 62, 36, 14, 89])"
9689,"({89: 3.021781024219238}, [89, 32, 62, 76, 72, 93, 97, 83, 63])"
9690,"({27: 1.929060357400049}, [27, 83, 3, 11, 80, 73, 52, 72, 40])"
9691,"({26: 3.8522103355459487}, [26, 14, 22, 72, 80, 78, 76, 87, 89])"
9692,"({12: 8.646513447758483}, [12, 62, 48, 54, 34, 14, 53, 21, 65])"
9693,"({26: 9.072692264593634}, [26, 48, 11, 6, 46, 35, 70, 52, 88])"
9694,"({53: 8.945633255229197}, [53, 47, 50, 45, 89, 98, 72, 76, 63])"
9695,"({100: 3.463813099852461}, [100, 52, 31, 80, 72, 5, 12, 36, 27])"
9696,"({3: 4.102632343018036}, [3, 64, 23, 10, 95, 87, 1, 33, 93])"
9697,"({36: 4.469012761799535}, [36, 100, 81, 76, 32, 72, 41, 17, 83])"
9698,"({61: 6.38044491431072}, [61, 91, 68, 36, 72, 38, 94, 46, 34])"
9699,"({35: 5.730673985579832}, [35, 31, 89, 56, 19, 25, 60, 87, 10])"
9700,"({64: 3.7937709292049586}, [64, 3, 24, 38, 25, 36, 2, 50, 39])"
9701,"({50: 7.572988360649014}, [50, 53, 62, 31, 89, 91, 42, 72, 76])"
9702,"({100: 1.1527215498887342}, [100, 21, 72, 80, 29, 14, 83, 76, 98])"
9703,"({89: 7.201027070341552}, [89, 50, 91, 36, 72, 78, 47, 38, 76])"
9704,"({11: 9.154060299581406}, [11, 100, 26, 29, 39, 51, 85, 10, 69])"
9705,"({49: 4.676699242306033}, [49, 11, 28, 72, 83, 90, 62, 78, 23])"
9706,"({10: 5.987983861415828}, [10, 38, 22, 27, 9, 34, 97, 2, 32])"
9707,"({55: 4.713872203401698}, [55, 10, 62, 48, 89, 47, 9, 86, 49])"
9708,"({76: 1.2351199390349292}, [76, 80, 72, 89, 83, 98, 65, 87, 81])"
9709,"({36: 3.0676332751976148}, [36, 27, 88, 72, 6, 98, 22, 62, 38])"
9710,"({35: 8.26800170701393}, [35, 50, 83, 72, 89, 93, 47, 76, 78])"
9711,"({89: 3.003020507571024}, [89, 10, 68, 93, 87, 72, 76, 88, 65])"
9712,"({67: 1.4568534513500975}, [67, 1, 26, 40, 80, 78, 66, 69, 57])"
9713,"({76: -2.3266860997924286}, [76, 89, 87, 50, 88, 73, 78, 80, 75])"
9714,"({85: 7.555977482313565}, [85, 100, 83, 96, 11, 82, 49, 22, 32])"
9715,"({38: 8.307214004751577}, [38, 45, 37, 31, 23, 80, 47, 91, 81])"
9716,"({50: 3.424215881470357}, [50, 89, 83, 72, 10, 91, 65, 93, 100])"
9717,"({89: 3.627459786865127}, [89, 88, 93, 86, 94, 91, 66, 90, 97])"
9718,"({80: 7.3171441147037575}, [80, 32, 76, 54, 62, 72, 73, 79, 83])"
9719,"({89: 5.22978059827506}, [89, 5, 91, 93, 90, 73, 80, 87, 32])"
9720,"({42: 0.4098264639713416}, [42, 83, 86, 81, 97, 27, 91, 38, 20])"
9721,"({80: 6.365611461240705}, [80, 73, 39, 26, 21, 72, 70, 30, 85])"
9722,"({29: 4.368365645627741}, [29, 32, 49, 36, 66, 80, 84, 87, 56])"
9723,"({50: 6.393900989404221}, [50, 49, 76, 29, 28, 90, 19, 40, 18])"
9724,"({36: 1.7470178527936109}, [36, 87, 96, 94, 81, 62, 46, 56, 23])"
9725,"({21: 3.8316693213556263}, [21, 31, 76, 73, 72, 80, 62, 89, 78])"
9726,"({6: 4.688018071086854}, [6, 47, 61, 100, 73, 72, 45, 80, 78])"
9727,"({32: 3.8281390778418656}, [32, 89, 29, 54, 93, 76, 38, 97, 48])"
9728,"({35: 4.171197225513586}, [35, 12, 22, 97, 26, 40, 2, 77, 25])"
9729,"({69: 6.693219175061477}, [69, 46, 97, 66, 36, 22, 25, 72, 43])"
9730,"({44: -1.0645271662906175}, [44, 1, 60, 27, 33, 10, 3, 90, 89])"
9731,"({34: 3.04126591662983}, [34, 76, 47, 12, 72, 14, 68, 69, 22])"
9732,"({6: 8.295347801997517}, [6, 61, 22, 100, 30, 78, 37, 27, 48])"
9733,"({10: -0.11125054187641292}, [10, 69, 32, 94, 29, 45, 98, 54, 86])"
9734,"({8: 4.0399398522902485}, [8, 29, 27, 22, 31, 2, 41, 56, 21])"
9735,"({50: 3.743059227156129}, [50, 5, 13, 69, 31, 65, 22, 85, 75])"
9736,"({89: 2.1309754994897063}, [89, 49, 62, 83, 72, 91, 93, 81, 87])"
9737,"({89: 2.9297748655545455}, [89, 62, 68, 87, 88, 27, 53, 76, 93])"
9738,"({55: 5.728496451351534}, [55, 67, 46, 38, 18, 83, 26, 8, 31])"
9739,"({86: 5.986116445114973}, [86, 91, 49, 88, 82, 97, 54, 90, 84])"
9740,"({62: 0.8993636049926159}, [62, 27, 87, 76, 95, 1, 72, 83, 60])"
9741,"({48: 7.224513064677804}, [48, 35, 49, 66, 11, 61, 21, 27, 89])"
9742,"({100: 6.385951686538}, [100, 53, 35, 14, 83, 85, 52, 89, 81])"
9743,"({89: -0.6258983464809589}, [89, 72, 22, 98, 34, 21, 76, 93, 3])"
9744,"({89: 2.2469178693520586}, [89, 50, 93, 87, 94, 96, 91, 72, 88])"
9745,"({23: 10}, [23, 47, 49, 56, 68, 14, 26, 54, 32])"
9746,"({27: 4.695109013839879}, [27, 62, 89, 54, 49, 73, 31, 78, 80])"
9747,"({89: 4.317791787792409}, [89, 54, 68, 76, 83, 72, 66, 56, 97])"
9748,"({78: 6.126665707185319}, [78, 77, 28, 68, 73, 6, 92, 47, 80])"
9749,"({61: 3.7811067489685968}, [61, 76, 34, 6, 12, 39, 98, 26, 83])"
9750,"({35: 8.267948049513205}, [35, 49, 85, 53, 11, 22, 81, 78, 14])"
9751,"({89: 2.03182762668006}, [89, 35, 93, 72, 97, 91, 83, 88, 95])"
9752,"({32: 3.1082500724984854}, [32, 89, 62, 93, 76, 72, 65, 6, 80])"
9753,"({68: 3.9318451743137794}, [68, 89, 29, 62, 53, 72, 76, 35, 11])"
9754,"({32: 7.554742249332801}, [32, 29, 36, 72, 93, 76, 92, 88, 83])"
9755,"({82: 3.0708167629400562}, [82, 73, 83, 87, 44, 36, 27, 5, 55])"
9756,"({28: 7.761743802776789}, [28, 22, 91, 70, 90, 97, 72, 10, 78])"
9757,"({81: 4.3004452761784275}, [81, 50, 45, 72, 89, 10, 6, 46, 41])"
9758,"({23: 8.146411376046613}, [23, 88, 11, 12, 93, 95, 86, 69, 64])"
9759,"({68: 5.435754113777813}, [68, 6, 49, 12, 50, 72, 76, 34, 29])"
9760,"({83: 4.935658219827809}, [83, 6, 20, 77, 72, 48, 82, 36, 31])"
9761,"({66: 7.009206817578048}, [66, 12, 89, 78, 30, 54, 39, 91, 90])"
9762,"({91: 3.8661060002519725}, [91, 89, 99, 93, 7, 96, 22, 97, 92])"
9763,"({97: 6.163585676602816}, [97, 99, 71, 79, 62, 36, 27, 69, 54])"
9764,"({76: 3.5906425972983107}, [76, 87, 92, 91, 93, 100, 94, 68, 65])"
9765,"({32: 6.637832622238545}, [32, 31, 53, 35, 29, 38, 86, 78, 85])"
9766,"({61: 4.232348990621701}, [61, 89, 85, 14, 93, 72, 100, 42, 90])"
9767,"({10: 7.868058064536168}, [10, 11, 62, 85, 12, 7, 65, 57, 91])"
9768,"({96: 6.566323340719393}, [96, 76, 91, 72, 89, 85, 98, 100, 39])"
9769,"({27: 2.1986021997529934}, [27, 89, 83, 7, 76, 81, 80, 72, 93])"
9770,"({49: 5.186818472173828}, [49, 61, 21, 73, 67, 10, 72, 3, 66])"
9771,"({50: 4.228278911348473}, [50, 89, 31, 68, 10, 72, 81, 65, 1])"
9772,"({54: 4.052906461421397}, [54, 72, 38, 89, 76, 26, 10, 80, 73])"
9773,"({72: 2.8243083748601023}, [72, 93, 83, 53, 87, 48, 20, 27, 12])"
9774,"({79: 3.69508019125638}, [79, 6, 89, 19, 50, 87, 88, 21, 39])"
9775,"({38: 6.419645765328313}, [38, 47, 3, 46, 56, 72, 78, 96, 89])"
9776,"({10: 2.0508219721823684}, [10, 64, 89, 38, 49, 40, 11, 35, 28])"
9777,"({89: 2.1237627683242195}, [89, 54, 36, 76, 72, 94, 97, 93, 78])"
9778,"({83: 4.404789284693546}, [83, 85, 100, 89, 6, 78, 76, 49, 77])"
9779,"({95: 4.627238615319605}, [95, 89, 64, 96, 30, 49, 66, 3, 61])"
9780,"({89: 3.613796058578748}, [89, 3, 100, 76, 66, 72, 50, 54, 48])"
